frame,x,y,z,xvar,yvar,rho,norm_cst,intensity,window_size
1,495.66419319612197,115.26356985457384,0.0,1.5524060821413335,1.3906483786405965,0.07770376624607572,0.5263480600396216,0.5959144989741423,7
1,417.75096906237695,191.84271941164454,0.0,1.4636459185188755,1.7863126523996056,-0.014173110926050546,0.5153874201770545,0.5849538591115752,7
1,233.10666248910422,287.5724181552781,0.0,1.5902538418668888,1.3705010758748581,-0.11778994719643929,0.5210877746200979,0.5906542135546186,7
1,207.69265709022918,99.1350179853914,0.0,1.6770230213038233,1.6744613741331158,0.16889364758847702,0.48504083570316964,0.5546072746376902,7
1,200.7819847238222,447.71574508569387,0.0,1.7219867652392395,1.415298595551717,-0.021119637161748375,0.5068476274089546,0.5764140663434753,7
1,97.82554411914037,55.02696798172847,0.0,1.6112493093445575,1.3790844391284158,0.06582546587280572,0.501101462985064,0.5706679019195846,7
1,61.902918581041966,341.3269714391416,0.0,1.6394775757171243,1.6336822639651332,-0.03930268983622387,0.49181475636810695,0.5613811953026275,7
1,82.03377687541428,17.06264539151041,0.0,1.6330716761589412,1.4695421598832206,-0.0503949726429207,0.48574287753579315,0.5553093164703138,7
1,240.93226597929734,219.75529894196913,0.0,1.3735559993466477,1.6212266203118357,0.025809563290530402,0.49589693072198476,0.5654633696565053,7
1,281.8860722106286,57.24551036610388,0.0,1.7644083717673051,1.4685354222869142,-0.0059413532808075395,0.48687938032688216,0.5564458192614028,7
1,397.8738501772989,126.32072082766425,0.0,1.6370163552919956,1.6362634490877337,0.12473892562006082,0.48943454053426017,0.5590009794687808,7
1,466.26168089973874,498.19389399636157,0.0,1.493184909223851,1.510337964009121,-0.16566692502601774,0.48418660826057186,0.5537530471950924,7
1,481.3870815052335,178.42638480024775,0.0,1.4034492612854066,1.3931043005592023,-0.03264551301998678,0.5447913432063258,0.6143577821408465,7
1,258.268243329873,314.0384472601885,0.0,1.5088592001103183,1.7614961309250663,0.03509217262544806,0.4501106348235074,0.519677073758028,7
1,479.8253459837984,297.95970736987556,0.0,1.5806766929175058,1.7825906420008848,-0.06872989925407487,0.47992809353871396,0.5494945324732345,7
1,276.14756311330876,333.214467455878,0.0,1.542499101509596,1.6733901559358124,0.027116627216744574,0.48979075858688154,0.5593571975214021,7
1,444.8761774750139,291.6593152890521,0.0,1.3555846535970488,1.4085397586121253,0.019681513361372693,0.4926246981619629,0.5621911370964835,7
1,338.945442561465,484.3906757772677,0.0,1.803017364056263,1.6164053512680268,-0.08899634850101458,0.4989667005106476,0.5685331394451683,7
1,131.22663833509472,197.8047943083544,0.0,1.6506725765276185,1.4445263886156852,0.0056072696362621695,0.4722696959635603,0.5418361348980809,7
1,390.7046637725586,131.2259366113256,0.0,1.6833554321425135,1.6854161859351426,-0.11640585995423537,0.47895457802991853,0.5485210169644391,7
1,154.17573922075184,153.95198594736524,0.0,1.476393319165434,1.6944166351778271,-0.16006992800468114,0.47768925475917784,0.5472556936936984,7
1,461.8419743649846,53.33457632600252,0.0,1.6392174818981091,1.5516366155057877,-0.046748349059354245,0.4656954014580354,0.535261840392556,7
1,267.9055003099547,203.21196815588928,0.0,1.3749700863912229,1.5743615362908023,-0.029699877481223467,0.4672991877714176,0.5368656267059382,7
1,321.044425202411,252.3179756999869,0.0,1.8040919395300643,1.5134617167997935,0.033241470429119874,0.4548692802422319,0.5244357191767525,7
1,185.61138345083637,26.420772458009345,0.0,1.4204425150028137,1.5531562456929777,0.01077781762583642,0.5107882460423994,0.58035468497692,7
1,388.2650680036851,483.86263654215463,0.0,1.6705355382870435,1.3024598465145807,-0.046692536643891475,0.46822392908290167,0.5377903680174223,7
1,150.30308544520508,377.3182949130955,0.0,1.4220986078725715,1.5338725658872197,0.0545620996963268,0.46333096186898937,0.53289740080351,7
1,451.8126505806096,474.3255410810873,0.0,1.4254879208622628,1.6680616673256372,-0.12614940027502972,0.4747354834590311,0.5443019223935517,7
1,202.3937310029612,267.2356573160733,0.0,1.503938735814012,1.6285723528568692,-0.06365537530007906,0.5044577997853382,0.5740242387198589,7
1,90.0843845690601,375.2827613530988,0.0,1.295343866818818,1.6155850108659802,-0.05060740312786626,0.4572359700760353,0.5268024090105559,7
1,483.0322465324812,141.0998429777915,0.0,1.6857413440542157,1.4183407250852893,0.032320673370480967,0.43673797704754624,0.5063044159820669,7
1,323.089216920608,302.13470037653593,0.0,1.4115019718319195,1.6588407046817117,-0.10865825055854539,0.47197922544612136,0.541545664380642,7
1,93.6565049813259,24.291499533538964,0.0,1.55381545885556,1.6568983172085439,-0.09541745644320279,0.4654785039910314,0.535044942925552,7
1,353.8182947086937,483.6935574651937,0.0,1.831648120167479,1.7417544871663242,-0.05941109717994812,0.43954033172136864,0.5091067706558893,7
1,442.9566986426135,10.691078131886798,0.0,1.6967228323570294,1.5491860711588679,-0.0039996914606003926,0.4433240271939512,0.5128904661284718,7
1,289.2151012346806,173.29326865590866,0.0,1.7152509238131102,1.6473666536905993,-0.06753519850103887,0.4582327002253646,0.5277991391598852,7
1,256.8676614146423,75.90589893720941,0.0,1.6374130550999317,1.6495237839518544,-0.06329394452626512,0.4265274363630368,0.49609387529755744,7
1,127.13140053165995,178.64515278214174,0.0,1.8374105526992786,1.677327341582735,0.11085569432362066,0.45042848500596655,0.5199949239404872,7
1,45.36794669727085,476.62805618887006,0.0,1.5382633682728226,1.5657669557906202,0.016114188415577508,0.47725404603019306,0.5468204849647137,7
1,278.0848944018204,301.3950462851884,0.0,1.7024322987397553,1.538422334549756,0.12061543064623145,0.46929591866330317,0.5388623575978237,7
1,141.912753661698,1.344261800244148,0.0,1.7874729763688748,1.4745807400529902,0.023132622254375033,0.4533786088091571,0.5229450477436777,7
1,375.35566004968484,424.42161262542356,0.0,1.404397729382285,1.2711071882261733,-0.1370793118381672,0.49824889655125315,0.5678153354857738,7
